"Dear New Zealand Fire Service Commission,OIA for the calllog, appliances that responded and cover moves for the Long Bay College incident dated 24/02/2017.Call LogAppliances & Stations (Responded/Overall)Cover MovementsYours faithfully,Steven",https://fyi.org.nz/request/5452-long-bay-college-callout#incoming-18134
"Dear Ministry for Primary Industries,What variants of the Rabbit Haemorrhagic Virus have been imported into New Zealand over the past five years?What variants were they and why were they imported?Yours faithfully,Gary Stephenson",https://fyi.org.nz/request/5454-import-of-rabbit-haemorrhagic-virus#incoming-18043
"Dear New Zealand Police,Please provide any formal police procedure document for the scenario where a police officer can smell cannnabis in the car during a traffic stop.Yours faithfully,David Johnston",https://fyi.org.nz/request/5485-police-procedure-for-traffic-stops-where-the-officer-can-smell-cannabis-in-car#incoming-17945
"Dear Ministry for Primary Industries,How many requests have been made to release RHDV1 v351 in the past 10 yearsWhat has the demand been over the past 10 years on the limited supply stock of the virus held.Yours faithfully,Gary Stephenson",https://fyi.org.nz/request/5404-how-many-requests-have-been-made-to-release-rhdv1-v351-in-the-past-10-years#incoming-17847
"Dear KiwiRail,Since the 5th National Government has taken office on 19 November 2008, how much funding has KiwiRail received, and broadly, which areas has this funding used?Yours faithfully,Iain Palmer",https://fyi.org.nz/request/5355-5th-national-government-funding-to-kiwirail#incoming-17619
"Dear New Zealand Police,Please provide the latest documentation regard NZ Police guidelines/requirements for employee's use of social media.Yours faithfully,David Johnston",https://fyi.org.nz/request/5352-employee-social-media-policy#incoming-17362
"Dear New Zealand Fire Service Commission,What unit test framework and language(s) are used for the development of the myFire mobile app?Yours faithfully,AJ",https://fyi.org.nz/request/5295-myfire-unit-test-framework-and-languages#incoming-17258
"Dear Inland Revenue Department,Please provide the Preamble for all Income Tax Act versions from the initial  Income Tax Act.Yours faithfully,Andre",https://fyi.org.nz/request/5307-income-tax-act-preamble#incoming-17226
"Dear New Zealand Fire Service Commission,How much has been spent so far on the FireApp web service/mobile application?Yours faithfully,TR",https://fyi.org.nz/request/5075-fireapp-expenditure#incoming-17195
"Dear Ministry of Health,I would like to request all communications relating to my OIA request (Ref: H201602515) about the status and costs of the National Infrastructure Platform (NIP).Yours faithfully,Natalie Wilson",https://fyi.org.nz/request/4903-information-about-my-oia-request-re-nip#incoming-17177
"Dear Auckland Transport,Has any advice/reports been prepared for AT or by AT about how to improve train travel times and operational efficiencies of the EMU's, and if yes could I please be provided said reports?Yours faithfully,Harriet Gale",https://fyi.org.nz/request/5181-class-am-emu-dwell-times#outgoing-10327
"Dear Ministry of Education,During 2016 which publicly funded secondary schools in New Zealand had a class dedicated to teaching any programming languages or computer science concepts?Yours faithfully,David Johnston",https://fyi.org.nz/request/5217-schools-teaching-computer-science#incoming-17011
"Dear New Zealand Defence Force,I request under the Official Information Act, the current HQJFNZ Standing Orders, and the 5 most recent Routine Orders.I am a New Zealander, living in New Zealand.Yours faithfully,Alex Hill",https://fyi.org.nz/request/5120-request-of-standing-orders#incoming-17004
"Dear Ministry of Social Development,To where should privacy requests in relation to information held by Work and Income be addressed?Yours faithfully,Iain Palmer",https://fyi.org.nz/request/5359-privacy-requests-relating-to-work-and-income#outgoing-10277
"Dear Inland Revenue Department,What is the definition of ‘income’. I am a law abiding citizen and as such only require the specific facts as requested. I specifically request no opinions be given.Yours faithfully,Andre",https://fyi.org.nz/request/4702-define-income#comment-1674
"Dear KiwiRail,Now that the electric wires will be taken downWhat a to be done with the ef classWill they be scrapped or preservedAnd If one such loco is preserved were will it run?Yours faithfully,trainluva7",https://fyi.org.nz/request/5121-nimt-electrics#incoming-16985
"Dear Government Communications Security Bureau,Are GCSB employees provided with accommodation or accommodation supplements during their employment with the agency?Yours faithfully,Bill",https://fyi.org.nz/request/4771-accommodation-for-gcsb-employees#comment-1669
"Dear Department of Conservation,What are the most common 10 plants in New Zealand (native and non-native included)?Yours faithfully,Estella Wong",https://fyi.org.nz/request/5185-what-are-the-most-common-10-plants-in-nz#incoming-16917
"Dear New Zealand Fire Service Commission,Please provide a list of emergency response vehicles for each station in Region 4 and their operational classification/appliance type (e.g. Type 1, Type 2, BA Tender etc).Yours faithfully,Simon Johnson",https://fyi.org.nz/request/5097-list-of-emergency-response-vehicles-for-each-station-in-region-4-and-appliance-type#incoming-16839
"Dear New Zealand Fire Service Commission,Could you please provide me with an annual copy of the callout statistics and types; such as MVA, House Fire etc.. for the year 2016 so far.Yours faithfully,Steven",https://fyi.org.nz/request/5080-total-call-out-statistics-and-types-for-2016-so-far#incoming-16838
"Dear New Zealand Transport Agency,Please provide a map of the route of the proposed but abandoned four lane expressway bypass of Levin.Yours faithfully,Josh Thompson",https://fyi.org.nz/request/5147-levin-bypass-route#incoming-16746
"Dear Ministry of Defence,Please publish information about the use and number of tugboats in Navy.Yours faithfully,Mr. Benchmark",https://fyi.org.nz/request/5169-use-and-number-of-tugboats-in-navy#incoming-16614
"Dear Ministry of Social Development,Please provide the local Direct 09 calling phone number for the Albany WINZ Office. Not the 0800 call centre number who are unable to assist with decisions made by the Albany office.Yours faithfully,David Tally",https://fyi.org.nz/request/5208-winz-albany-office-phone-number#incoming-16565
"Dear Ministry of Health,I would like to request the total figure which has been spent on external management consultants and financial advisors between 2010 and 2015.Yours faithfully,Natalie Wilson",https://fyi.org.nz/request/4800-cost-of-external-management-consultants#incoming-16520
"Dear New Zealand Fire Service Commission,Please provide a list of emergency response vehicles for each station in Region 1 and their operational classification/appliance type (e.g. Type 1, Type 2, BA Tender etc).Yours faithfully,Simon Johnson",https://fyi.org.nz/request/5096-list-of-emergency-response-vehicles-for-each-station-in-region-1-and-appliance-type#incoming-16504
"Dear Taupo District Council,Am I able to receive a copy of the traffic management plan submitted for the 2016 Lake Taupo Cycle Challenge?Yours faithfully,Mike O'Neil",https://fyi.org.nz/request/5036-traffic-management-plan-for-lake-taupo-cycle-challenge#incoming-16354
"Dear Ministry for Primary Industries,Could I please request copies of the inspection reports for Kamo Wildlife Sanctuary, formerly known as Kingdom of Zion.Yours faithfully,Harrison",https://fyi.org.nz/request/4914-inspection-reports-for-kamo-wildlife-sanctuary#incoming-16350
